user_id,attempt_id,completed_at,recompute_status,persisted_weighted,recomputed_weighted,delta_weighted,persisted_modified,recomputed_modified,delta_modified,persisted_psych_modified,recomputed_psych_modified,delta_psych_modified,persisted_interview_pass,recomputed_interview_pass,interview_pass_flipped,persisted_final_pass,recomputed_final_pass,final_pass_flipped,persisted_disclosure,recomputed_disclosure,disclosure_changed,persisted_gate_fail_reasons,recomputed_gate_fail_reasons,recompute_notes
f79971c4-63cf-41c7-b4c7-46812f4cb135,0fd008e2-00cc-4832-b535-a870cba3cc5d,2026-06-11T00:04:12.017+00:00,incomplete,8.00,,,8.00,,,,,,true,false,true,true,false,true,,,false,,,completion gate: scenario_1_scores null; scenario_2_scores null; scenario_3_scores null; moment_4_scores null; weighted score withheld — incomplete data
0b32753d-c16d-41ad-bc51-81e6c3ad7f97,59f07077-d540-4db1-a80b-ab732ed0370e,2026-06-11T00:04:13.086+00:00,incomplete,7.20,,,7.20,,,,,,true,false,true,true,false,true,,,false,,,completion gate: scenario_1_scores null; scenario_2_scores null; scenario_3_scores null; moment_4_scores null; weighted score withheld — incomplete data
d61cf14a-c5f8-4b68-aa96-4578e442c9ee,a166b5b6-ca80-4b09-8503-2061e92ef56b,2026-06-11T00:04:13.961+00:00,incomplete,6.80,,,6.80,,,,,,true,false,true,true,false,true,,,false,,,completion gate: scenario_1_scores null; scenario_2_scores null; scenario_3_scores null; moment_4_scores null; weighted score withheld — incomplete data
7dce3fc3-d706-4b3f-a4a3-540e454cbda5,8f1ed8c0-18de-479b-82b4-a28f7c9eced7,2026-06-11T00:04:15.007+00:00,incomplete,6.80,,,6.80,,,,,,true,false,true,true,false,true,,,false,,,completion gate: scenario_1_scores null; scenario_2_scores null; scenario_3_scores null; moment_4_scores null; weighted score withheld — incomplete data
dafef373-b753-4044-bfd3-1030dc97709d,8a6445e6-c613-4904-bd8b-7cb3c64931f0,2026-06-11T00:04:15.891+00:00,incomplete,7.00,,,7.00,,,,,,true,false,true,true,false,true,,,false,,,completion gate: scenario_1_scores null; scenario_2_scores null; scenario_3_scores null; moment_4_scores null; weighted score withheld — incomplete data
45f62791-91da-4219-b20d-521bed73e780,a0b32dad-5dba-4991-82d1-f1cdf2b3fab4,2026-06-11T00:04:16.794+00:00,incomplete,7.00,,,7.00,,,,,,true,false,true,true,false,true,,,false,,,completion gate: scenario_1_scores null; scenario_2_scores null; scenario_3_scores null; moment_4_scores null; weighted score withheld — incomplete data
071c75d4-1060-4001-be2a-c5f9560fe65e,b809381e-ec5c-4a37-82cb-54aa69c038c2,2026-06-11T00:04:17.682+00:00,incomplete,6.10,,,6.10,,,,,,false,false,false,false,false,false,,,false,gasp_extreme_externalization_floor|scs_sf_low_self_compassion_floor,,completion gate: scenario_1_scores null; scenario_2_scores null; scenario_3_scores null; moment_4_scores null; weighted score withheld — incomplete data
5b0903dd-236b-4550-9e71-baa3fd27921e,37b9219c-6ff5-4ea6-9b07-d96e3d157b5e,2026-06-11T00:04:18.551+00:00,incomplete,7.80,,,7.80,,,,,,true,false,true,true,false,true,,,false,,,completion gate: scenario_1_scores null; scenario_2_scores null; scenario_3_scores null; moment_4_scores null; weighted score withheld — incomplete data
543fd725-2ff7-4ff3-b49b-f666cfc5caf4,539ee8e2-22ec-4f50-940e-628c0d5ed9df,2026-06-11T00:04:19.413+00:00,incomplete,8.00,,,8.00,,,,,,true,false,true,true,false,true,,,false,,,completion gate: scenario_1_scores null; scenario_2_scores null; scenario_3_scores null; moment_4_scores null; weighted score withheld — incomplete data
526add45-7bec-4a4d-ab36-c879a41528e4,cf4e5103-7fca-4e93-89d2-c1bf8b326049,2026-06-11T00:04:20.27+00:00,incomplete,6.80,,,6.80,,,,,,true,false,true,true,false,true,,,false,,,completion gate: scenario_1_scores null; scenario_2_scores null; scenario_3_scores null; moment_4_scores null; weighted score withheld — incomplete data
346c6543-cf25-4c9f-af22-a11bd538ddb8,21e16424-0330-4784-99c8-6506d8e7e446,2026-06-11T00:04:21.122+00:00,incomplete,6.30,,,6.30,,,,,,false,false,false,false,false,false,,,false,gasp_extreme_externalization_floor|scs_sf_low_self_compassion_floor,,completion gate: scenario_1_scores null; scenario_2_scores null; scenario_3_scores null; moment_4_scores null; weighted score withheld — incomplete data
a429020a-8557-4508-8233-b9f83c42616e,664dfe29-d7df-42c9-a085-bbeb78bfc5c4,2026-06-12T19:45:47.21+00:00,success,7.10,6.20,-0.90,7.10,6.10,-1.00,7.10,6.10,-1.00,true,false,true,true,false,true,overdisclosure,overdisclosure,false,,weighted_score,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 6.1 (required 6.5)
c1348dfe-06f7-4981-917a-7c935fb13da0,6c0470b7-c18c-4a1d-830f-cc0808001d07,2026-06-12T22:25:33.393+00:00,success,5.40,3.80,-1.60,4.90,3.35,-1.55,4.90,3.35,-1.55,false,false,false,false,false,false,calibrated,calibrated,false,weighted_score|scenario_floor|mentalizing_floor|repair_floor,scenario_floor,"rollup_algorithm:scenario_only_integers_v3; gate: floor_breach: accountability (3.0), regulation (2.0), repair (4.0); scenario composite floor: S1=3.67; S2=4.83; S3=3.50"
5ffb47f8-a9cd-4941-a60e-86d07c09abcf,21367f76-42df-4e1b-beec-c5ce598f9242,2026-06-13T21:50:07.455+00:00,success,7.50,6.90,-0.60,7.65,6.95,-0.70,7.05,6.35,-0.70,true,true,false,true,false,true,calibrated,calibrated,false,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
218f007f-3779-40e4-82ed-1f89bd64698b,8d110d29-9e67-41fb-a58f-665b561a7b53,2026-06-15T13:54:55.434+00:00,success,7.20,6.70,-0.50,7.30,6.70,-0.60,6.60,6.25,-0.35,true,true,false,true,false,true,calibrated,calibrated,false,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
f52aa4b6-7d54-422f-990f-623ba43f7bc5,37b1ec35-7ad2-46b9-af75-315f762be109,2026-06-19T22:54:05.808+00:00,success,6.30,6.30,0.00,6.40,6.40,0.00,5.10,5.10,0.00,false,false,false,false,false,false,calibrated,calibrated,false,weighted_score|aaq2_high_experiential_avoidance_floor,weighted_score|aaq2_high_experiential_avoidance_floor,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 6.4 (required 6.5)
